id,folding
bpRNA_RFAM_160,.(...((((.......))).)...).........(.((((.((((..........)))).)))).).....((((((((((..((....((.....))..))))))))))))......
bpRNA_RFAM_18619,......((.(.(.(((((((((.((((((((((((((.(((.((((((.((.((((((((...)))))))).)).)).))))..)))...)))))))))))))).))))))))).).).)).....
bpRNA_RFAM_29546,........(((((.....))))).........((((((.(....)...))))))..
bpRNA_RFAM_10305,.....................((((((((((..........((((((........................))))))...))))))))))...
bpRNA_RNP_310,.......(((((((((((..(((...(((.(((((((...)))))))((((....))))..........((.(......).)).(((((..((((((((((...)))))))).)))))..)).......((((((.......)))))).((((((((....))))))).)........)))..))))))))....)))))).((((((((...((((....))))..)))))))...............((((((((....)))))))).....................)..............................((((((.....)))).))((((((((.(..((((..((.....)).))))..).))))))))......
bpRNA_RFAM_31005,................((((....))))((((.((((((....))..))))))).((((((.....))))))...((.((((((((....)))))))).)))............
bpRNA_SRP_861,.((((((((((((((((((((((....((.....((((....(((....)))....))))..)).....))))))).))).)))).).))))))).....
bpRNA_RFAM_11843,((((((((((.(.((((.(((.(.....(((((((((((((((((.....)))).)))))).))))))).....)..))).)))).).)))..)))))))
bpRNA_RFAM_38634,.......(((.....((((.((((..(((((((((((..((((......))))..))))).....))))))(((.........))).)))).)))).....)).)......
bpRNA_RFAM_1614,(((((((............(((((.((((((((.......)))))))).))))).....(((((.......)))))))))))).
bpRNA_RFAM_34150,..(...........((((((...)))))).......((((((.(.....).))))))(((((((....)))))))).........(((((((..((.......)))))))))..(((((....))))).......
bpRNA_RFAM_2585,.(((((((...(((..((.(((((((((.(((......))).))))))))).))...)))))))))).......(.....)((((((...))))))...((....)).........................((((((...((((((....)))))).)))..))).....(((((((.......)))))))((((((((....))).))))).................((..(((..((((......(((((((...(((((...)))))))))))).....))))))).))((((((((....))))))))............(((((...))))).....((((........))))......
bpRNA_RFAM_9643,...........................................................(((((....)))))..
bpRNA_RFAM_17438,((((((...((((........((((((((((((.(.(((((....)))))))))))).)))))).....(((((.((((........)).)))))))..))))...))))))
bpRNA_RFAM_18594,(((((.((.(((((.(((.(((((((.(((((((..(((((........)))))))))))).))))))).))).))))).)).)))))
bpRNA_RFAM_6799,(((((((..((((((((((((((((..(((((.............))))).))))))))))))))))..)))))))
bpRNA_RFAM_15745,........................(((((((((.(.......))))))))))...(((((((((....................)))))))))...((((((((((((....))))))))))))....
bpRNA_RFAM_22456,....(((.......((((((((((((((((((((((...........))))))..))))))))))))........)))).....))).........
bpRNA_RFAM_18958,..(((((..((((((((((((.((((.(((((.(((((((((((((((((.......((((((((((...(((((.....))))).))))))).)))))))))))))))....)))).).)))))))))))))))))))))...)))))....
bpRNA_CRW_31722,....................(((((.(((((.((((......)))).))))).)))))..............
bpRNA_CRW_52450,..........(((((((....((.........))((.((((((.....))))))))...(((((.......)))))))))))).
bpRNA_RFAM_33646,.((((((.((((((((.(..........................).)))))))).))))))...(((((........))))).......
bpRNA_RFAM_28378,.....((((((((((((((((((((((....)))))((((((.(....).))))))........))))))))))))))))).....
bpRNA_CRW_53705,(((((((..((((.......)))).(((((..((...(((((.....)))))...))..))))))))))))....
bpRNA_RFAM_24732,...........(((((((((((((((((((((((((((((..........)))))))))..))))))...........))))).........)))))))))..............((((((..(((..((((((((.....(((((((((.......))))))))).............))))))))..)))..)))))).......
bpRNA_RFAM_37599,(((((.....)))))((((((.((((....)))).)))))).........((((((((((((((.....))))))))))).)))............((((((((...))))))))...
bpRNA_RFAM_27160,...(((((.......(((((((((((...........))))))))))).......)))))..........((((((((((((..((((((......................))))))...)))...))))))))).....
bpRNA_RFAM_25874,((((((((.((((((.((((((((((((((((((((......)))))))))...((((((((((..((((.((..(((.((((((((.....)))))))).)))..)).))))..))))))..))))..(((((((((((((((.((.......))...)))))))))))))))...............))))))))))))))).)).)))))))).....((((((((.......))))))))
bpRNA_RFAM_37692,....((....))..........((.((((..((((....))))))))))...........((((((.....((((...(((((((((..((((........))))...))))((......))....)))))..))))..))))))..........................
bpRNA_CRW_19936,(((((((.(((.(....(((...........(((((((((.(((....((((((((........))))))))))).))))..)))))...))..........)..)))))))))))...
bpRNA_CRW_25863,(((((((.(((((.........))))(((((((((((((((....))))))))).)))))).)...)))))))....
bpRNA_RFAM_35249,((((((((((((((((.......)))))))))))))))).((((((((.((((((....)))))).))))))))...
bpRNA_CRW_28984,((((((..((((...........))))((((((.......))))))...(((((.......)))))))))))...
bpRNA_tmRNA_252,................................................((((.........))))................................................((((((((.......)))))))).....(((((......(.((((((((((.(((...........))))))))))))).).....))))).......((((((........)))))).....................................((((((...((((((.......)))))).))))))...................................................................
bpRNA_RFAM_41304,..((((.......))))...........(((((((........(.((((((....)))))).).(((.(((((((....))))))).))).)))))))..............(((((((((......))))))))).....
bpRNA_CRW_26859,.(..........(........)....(((((.......))))).(((((((((.......)))).))))))..
bpRNA_RFAM_18477,(((.(((((((((((((((....((.((((.(((....))).)))).))....))).....((((....)))).....((((((((....((((.........)))).............((((........((((.(((((....))))).)))).....(((((((.((.(((((..........................................))))).))..))))))).))))..)))).)))))))))))))..))).)))...........(((.(((((.((((...(((..........)))...)))).))))).)))............
bpRNA_RFAM_28145,....(.(((((((((((((((((((((....)))))((((((..((...))..))))))......)))))))))))))))).)....
bpRNA_RFAM_15983,(((((......)))))..........(((....)))...............................(((....)))
bpRNA_RFAM_8051,..((((((....(((((...(((......)))......)))))(((.(((.(((((((((.((((((....))))))..))))))..))).)))))).......((((((((((.....))))))))))..))))))..
bpRNA_CRW_40386,...((((.((((.......))))))))(.(((((.(....)))))).)...(((((.......)))))........
bpRNA_CRW_53219,(((((((.......((......))((((((((((...)))))))))..)(((((.......))))))))))))....
bpRNA_RFAM_33756,..((((((((((..((........((((....)))).(((((......))))).))..))))))))).......(((.........)))...)...
bpRNA_RFAM_2012,((((((..(((((....)))))..((((.......)))).....(((((.......))))))))))).
bpRNA_SPR_91,(((((((..(........).(((((.......))))).....(((((.......))))))))))))....
bpRNA_RFAM_21625,....((.((((..(((((((((((.((.((((((.((((((((((........)))))))))).)))))))).)))))))))))..)))).))...
bpRNA_RFAM_1243,(((((((......(((........)))(((((.......))))).((((((((......)))))))).(((((.......)))))))))))).
bpRNA_RFAM_42440,..((((((((.....((((((............)))))).)))))))).(((((((((((.((((.((((((....)))))......))))).))))))))))).....
bpRNA_SPR_513,(((((((.......((((.......(((((((.......)))))))..(....).))))(((((.......))))))))))))....
bpRNA_RFAM_37148,.....................(((((((((((....(((......)))....)))))))).))).(((((...........)))))..............
bpRNA_RFAM_8208,..((((((......((((..(((.....))).....)))).(((.(((((((((((.....))))))))..))))))........(((((((....)))))))...))))))..
bpRNA_RFAM_38083,.((((((.......))))))(((((..(((....))))))))............(((((.(((((....))))).)))))..((((............(((((....))))).................)))).......
bpRNA_tmRNA_499,(((((((............((((((((...(((((((.(((((((...((((.((((((((((................))))))..))))...((((.((((....)))).))))..((((((...((.((((...(((((((((((...(((((........))))))))))))))..))......)))))).))))))((((..((((....)))).)))))))).........)))))))..(((.(((((..((((.......))))....))))).)))((((((((..(((((.....))))))))...)))))..)))))))))))))))...(((((.......))))))))))))....
bpRNA_RFAM_16184,.....(((((((((..(((((((.((.......)).))))))).)))))).)))(((((((......)))))))...................(((((....((((((((....)))))))).....)))))...((((((....))))))(.(((((......))))).)............
bpRNA_RFAM_5880,((((((((........)))).)))).....(.((...(((((((((.((((...((((((...(((((((....)....))))))..)))))).))))...)))))))))...)).)...............
bpRNA_RFAM_11817,((((.....(((.((((((..(((((((........)))))))(((((((((((..........))(((((.....)))))))))))))).......)))))))))..))))
bpRNA_RFAM_20221,((((((((.((((((((((((..(((((.((.(((((.......))))).)).)))))..)))))))))))).))))))))
bpRNA_tmRNA_651,...........((((((((.....(((((..(((((.(((....)))))))).))))).....)))..)))))......((((((......)))))).....................................................................................................................................................................................................................................................................................
bpRNA_RFAM_41853,.................((((((.(((((((((((((.........))))))))))))).))))))
bpRNA_CRW_28652,((((((((.................((((((.....)))))).....((((.......))))))))))))....
bpRNA_tmRNA_240,((((((....))))))................................................(((((....)))))...................(((((............(((((((.(((((......))))).)))))))..............)))))..((((((((((((.....))).)))))))))..................((((((((((((((.......))).))))).))))))...(((.........))).....................((((((((..(((((((((((....))))))))))).....)))))))).....................((((((((((((.......)))))..).)))))).
bpRNA_RFAM_10396,((((((((((((.........(((((.(((..((....))((((((((((...(((((((.(((((((((((((((((((((..((..(((....)))..))))))).)))........(((......)))))))))))...))))).)))))))...)))..)))))))...((.......))............))).)))))..))))))))))))(((((.(..((((((((..................)))))..)))..))))))..........................................................(((((((((......)).)))))))...............
bpRNA_CRW_54147,((((((((.((((........))))..((((.......)))).......((((.......))))))))))))....
bpRNA_RFAM_10774,...(((.((((((......)))))).))).....(((((((((((((.((((......))))...)))))))))))))...........
bpRNA_RFAM_21162,((((((((....)))))))).......(((((((((((.(((((((((((((((.(((.................))).)))))))))..)))))).))))))))))).........(......).....
bpRNA_RFAM_18140,...........((((.(.(((((.(((((((......(.....)...))))))).)))))..).))))..............((((((.((((((..(((((((....))))))).))))))....))))))..........(((((((........)))))))..
bpRNA_RFAM_41542,........(........).........((((((((((((((((((((.((.....)))))))))).))))..((((....)))))))))).))........................(((((((((((.......)))))))))))..
bpRNA_RFAM_4389,(((((((.....))))))).........((((((.........................(((((.......))..))).......(((....)))....))))))...
bpRNA_RFAM_26301,....................(((((((.(((((((.........(((((..(((((((((.((...............)).)))))...))))...)))))))))))).))))..)))(((((((((.(((.((.((((((........)))))).)).))).)))))))))......
bpRNA_RFAM_25360,.....(((((.(....).)))))...............
bpRNA_RFAM_8962,..........(((........)))........((((.........................................))))....
bpRNA_RFAM_26329,(((((...................((((((((....))))))))..(((((((.....)))))))...............)))))
bpRNA_RFAM_15727,.............(......)....(((....)))......((((((((............))))))))..........(((((((((((((((((....)))))))))))))))))...
bpRNA_RFAM_4343,.....(((((.............................................................((((.........))))................)))))....(((((.(((..((.((((((.......)))))))))))))))).........
bpRNA_RFAM_1516,(((((((.....................................(((((.......)))))))))))).
bpRNA_CRW_54745,....((((((.((......))..))))))..(((((.((....))...)))))(((((((((....))).))))))(((((((....)))))))...(((((((...((((((....((((..((.(((((((((((((((((((((((....))))))))))).((((((((....))))))))....))).....)))))))))))))))...))))))((...(((((...((((.....))))..)))))))...............)))))))((((((((((((....))))))))))))................(((((....)))))((((((((.....((((((.....))))))......))))))))(((((.((((....)))).)))))..................................................
bpRNA_RFAM_21279,......(((.(((..((((((.((((((((((((((((..((.((((((.......))..)).)).)))).)))))))))))))).))))))))).......)))......
bpRNA_RFAM_17074,..............((((.((.((((((((....(((.....))).....))))))))))))))............
bpRNA_RFAM_35678,.................(.(.(((.(((....))).))).).)..............(((((((((....))))))))).
bpRNA_CRW_35598,..((((((....(((((((..........))))))).(((((....)))))((((.......))))))))))
bpRNA_RFAM_38525,.((((((......))))))....(..(((((((((((.((((((....)))))).)))))....))))))...........)(((((((....))))((((((..((....))..)))))).)))(((((.......)))))........
bpRNA_RFAM_16548,.((((((.(((.((.(((((((((..(.....)..))))))))).)).))..)))))))....................................(((((...........)))))...........................
bpRNA_CRW_55438,(((((((((((..(.((((((((..(((..((((..((.....))..))))..)))...)))))))))((((((((((.((((((.((....)))))))).)))))))))))))))).)))))...
bpRNA_CRW_25608,(((((((.....(........)...((((((.......))))))....(((((.......)))))))))))).
bpRNA_RFAM_2954,....((((((.((((((((.(.(((((.((((.....)))).)))))).)))))))).))))))..........(((((........(((...((((((......))))))...)))(((...(((((((((......))))).))))...)))......(((.((..(((((((((((((.........))))))))))))).)).)))...)))))
bpRNA_RFAM_14474,......((((((((((.((((((((.((((((((.((((((((.(((((....(((((......))))).....))))).))))).))).)))))))).))))))))))))))))))......
bpRNA_tmRNA_686,.((((.(((((.(((((...((((((.(((((((.((((.((((.......)).)).))))(((((((.............................)))))))))))))).((((((((....)))))))).((((((.((((((((....))))))))(((((......))))).))))))..))))))...))))).)))))..))).((((..........))))).....................(((((((((....))))))).....))........................................................................................
bpRNA_RFAM_38919,....................................((((((((((((.(((.((...((((((((...))).)))))..)).))).))))))))))))..............................
bpRNA_RFAM_22909,..................((((..(((((((.......(.(((((((.....(((......(((............))))))...((((((((...........)))))))).))))))).)...)))))))...)))).......
bpRNA_RFAM_42256,(((((((..((((...(..((((.((............)).)))))))))....)))))))(((........)))........
bpRNA_RFAM_18679,((((((.((.((((((((((((((.....(((((............))))).....)))))))))))))).))))))))
bpRNA_RFAM_5444,...(((((((.((...(((.......)))..)).((((.......))))...(((((.........(.....(((((.......))))).....)..)))))...........)))))))...
bpRNA_CRW_52127,...((((((((........(((((((((....((((...........))))....))))..))))).))))))))..
bpRNA_RFAM_10555,......(((((.....((.(((((.((((((((........(((((...........))))))))))))))))))..)).....)))))((((.....(((((((....)))))))...))))............((((.......))))......(((((((((....)))))))))....................................
bpRNA_RFAM_14056,..((((((...((((((((((((((......)))))).)))))..)))...))))))..........((((..((((..((((((((.(((.....))).)))))))).)))).)))..)......
bpRNA_RFAM_39922,...........................(((((...(.........)...))))).((((......(((.((((((((.....)))))))).)))..))))....(((((((((.......))))))))).(((((.....)))))......................((((...))))...((((((((((.....)))))))))).........
bpRNA_RFAM_40808,.......(((((((.......)))))))..((((((((((((....))))))))))))......
bpRNA_RFAM_40925,..((((.((.......)).))))((((((((.((.(((.........)))))))))))))...((((((((((((..............))))))))))))........((((((((((((((((..........))))))))))))))))
bpRNA_RFAM_2002,.........................(........)..........((((((.....)))))).(((((.......)))))........
bpRNA_CRW_54323,(((((((.......((((....)))).(((((.......))))).....(((((.......))))))))))))....
bpRNA_RFAM_11730,........(((((........)))))..............((((((((((....(((((((((((.((((...............)))).)))))..))))))...........)))))))))).
bpRNA_RFAM_4617,.......................(((((((((....)))))))))...........((((((............))))))......(......(((.(((..((((((.((((.(((................))).))))..)))))).))).)))....)......................((((((.(((.........((((((((((((.((((((..((((((.(((..(((((...(...........).(((((((((((....)))..............)))))))).))))).))).)))))).......)).)))).))))))))))))....)))))))))...............((..........((((....))))...........)).............................
bpRNA_RFAM_18942,.(((((..(((((((((((.(((((.(((((.(((((.(((.....))).)))))...........((((.......))))..))))))))))))))))))).))..)))))
bpRNA_RFAM_26295,......(((.((((((((((((((((.((((((((((....(((((((((....((((.......))))...)))))))))...)))..)))))))....(((((.(((((....))))))))))..)))))))..(((..((((((....)))))).)))))))))))))))..............
bpRNA_RFAM_42099,.............................(((.((((((((.....)))))))).))).........................((((((((.....))))))))..............((((((....))))))
bpRNA_tmRNA_1,(((((((....((((((..(.(((((..(((((((..(((.....((((((((((.(((..........))).))...........(((((.........)))))...((((((((......))))))))((((((((..(((((.......)))))..)).))))))..................))))))))....)))..)))))))......)))))..).....(((((((((((................)))))))))))))))))...........(.(((((..(((.(((........))).)))..))))).)(((((.......))))))))))))....
bpRNA_RFAM_25658,............................(.(((((....))))))(((((((....)))))))(((((((..(((....((((((.......)))))).)))...)))))))......................
bpRNA_RFAM_26695,........((.........((........(((((....)))))....((((.(((....))).)))).....(............)))....))...........................(((((((((....((.......))....))))))))).......(((((..................((........)).)))))..........................................(((((((...)))))))....(((((((((((((((.((((((((((.....))))))..)))).)))))))))))))))
bpRNA_RFAM_18003,.(((((((....(((((((.((((........))))..)))))))....)))))))...........(((((((((.....((((((.((.....))))))))......))))).))))........
bpRNA_RFAM_11339,........((((................)))).........((((((((((............((((((....))))))))))))))))......
bpRNA_RFAM_42321,........(.((((((((((((((....)))))))))))))).)..(((..............)))................(((((....)))))...((((..(......)..))))
bpRNA_RFAM_40428,...(((.((((((.((((((....(((((((((((((((.....))))...))))))))))).)))))).)))))).)))...
bpRNA_RFAM_21156,....(((((((((.(.(.(((((.(.((((.((.((((.((((...................)))).)))).)).)))).).))))).).).)))))..)))).........
bpRNA_RNP_126,..........................(((((....................................................))))).....((((.(.((((....)))).)))))..................((.(((((((((....)))))))))...))........(((((((.....)))))))(((((((((....)))))))).).......((.(((((.((((....(((((((((..((((((....))))))((((((....))))))....)))))))))......))))..((((((((....))))))))..)))))...))....(.(((((((.((((....)))).))))))).)..................((((....))))..
bpRNA_RFAM_19780,...(.........((((((..((((((.(((((((((.((((((.((((......).))).)))))).))))))))).))))))..))))))).............
bpRNA_CRW_32354,(((......((((.......)))).......))).............(((((.......)))))........
bpRNA_RFAM_26302,.............((.((((......))))))...........................................((.((((.(..((((((.(((........((((....)))).........)))))))))..).)))).))..((((((..(((........))).))))))..
bpRNA_RFAM_20711,..........((((((((((((.((((((((((((((((..(((((................))))).)))))))))...))))))).))))))))))))............
bpRNA_RFAM_9333,..((((((((((((..(((((.(((((((((.....)))))))))....((((((.((((((....))))))..(((..(((..........)))..)))..))))))...........))))))))))))))))).......((.......)).......(((.((((...)))).)))................
bpRNA_RFAM_16526,.......((((.......)))).....(......................).((...........)).....(((((.....)))))..............((....((((((...........))))))..))......................
bpRNA_RFAM_7947,..((((((((..((((((......((((((..(((....)))((((.((((((.......)))).))))))....((((..........))))......))))))....))))))))...))))))..
bpRNA_RFAM_6055,........................((.((((...((((.(((........))).))))...)))).)).......
bpRNA_RFAM_39097,((((((.((((((((....))).))))).....(((((.......))))))))))).................(.(............).)..(((..((.(((((.........))))).))....)))
bpRNA_RFAM_42169,................................((((((((((((...))))))))))))......
bpRNA_RFAM_28033,.........................((((((((.((((.(((((...(((((..(((((((((.(((.....))).)))))))).))..))))))))..).)))))))..)))))............................
bpRNA_RFAM_19862,.....(.(((...(((.(((((.(((.((((..((((.(.((((((.((...............)).)))))).)))))..)))).))).))))).)))...)))).
bpRNA_RFAM_6784,..(((..(((((((((((((.(((((..(((((((((.......)))).))))).))))))))))))))))))..)))..
bpRNA_RFAM_13310,..((((........))))((((((.......))))))(((((((((.....(....((...)).......)......((((((..((...((((...))))...))..))))))...)))))..)))).....
bpRNA_CRW_42692,.........((((........)))).(((((.......))))).....((((((....).)))))...........
bpRNA_RFAM_6236,..................................((((((.....))))))((((((((((.......(((((....))))))))))))))).........(((((((((((..(((((((((((((.(((........)..)).)))))))))))))..))))).....))))))......
bpRNA_RFAM_37817,.......................((..(((.......))).))((((........(((((((......((((.(((.((((((..(((....(...................)))).))...)))).)))))))..)))))))........)))).............
bpRNA_RFAM_19922,(((((((.((.((.((((((((((.(((((((((((....(((.((....)).))).......))))))))))).)))))))))).)).)).)))))))
bpRNA_RFAM_38870,.....((.((..((((((((.((((((.(((....))).)))))..).)))...))))).)).))
bpRNA_RFAM_12784,.....................(((....))).(.......((..((((((.......))))))..))(((((.......)))))...)..........((((...........))))....
bpRNA_CRW_15843,(((((((((.(((((((...(((.........))...(((((....)))))......)))))))).(((.((....(((((((....)))))))....)).))).)))))))))...
bpRNA_RFAM_22534,...(((((((.((((((.(.(((((((.((.((((((((((........)))))))))).)).))))))).).)))))))))))))...........
bpRNA_RFAM_13474,(((((......((((((((((........)))))).)))).....)))))..........................(((((((..((((......))))....................))))))).
bpRNA_RFAM_22914,........((((((((..((((((.(((((..((....)).))))).))))))(((.((((((((....)))))))).(.(((((.(((((....))))).)))))))))........))))))))............
bpRNA_RFAM_42320,.................((((.((((........)))).))))......((((((((((((((.((((((((.((.(.((((........))))))))))))))).)))).......))))))))))((((((((((((((((((((......)))))))......)))))))))))))......
bpRNA_RFAM_13954,............((((((((((((((((.(....).))))))).).............))))))))....((((.((((((.(...(((((.(((....))).)))))).))))))))))........
bpRNA_RFAM_30768,..............((((((.................))))))..................(.(((((((.......))))))).)...........
bpRNA_RFAM_9200,........(((((........(((((((((((......)))))))))))......((((....(((.......)))......)))))))))................(((((((((.............((.((((((....))))))...)).)))))).))).......(((....))).......................
bpRNA_RFAM_38013,((((((....)))))).......................(((((...((........((..((((((...((((...((((((((...................................)))..)))))..))))..))))))))......))....)))))......
bpRNA_RFAM_9709,(((((....)))))..(((((....((((....(((((.(((((((((.(((((.......)))))........)))))).))).)))))...)))).)))))
bpRNA_RFAM_11766,(((..((((((((((.((..(.((((............(((..((((((((....)))))))))))................)))).)...))))))))).......)))..)))
bpRNA_RFAM_8563,..................(((((((.....(((((.......)))))..........(((((((.......)))))))..)))))))...............
bpRNA_RFAM_29053,.....(((((((....))))))).(((.(((((((((............))).)))))).))).......
bpRNA_RFAM_4312,..((((((((((..((.((((.(.((...((((...........)))))).).)))).))))))))))))(((((((((.................))))))))).................(((................)))..(((....)))(((((..((((((..((((......(((((((((((..(...(.((((((((((((.......(((((((((((.((((.(((....)))...))))))))).((((.....))))....)))))))))))))).)))))....)))))))))))).)))))))))).)))))........((((((.(((((((......(((((...((((........))))...))))).))))))))))))).......
bpRNA_RFAM_5185,((((((((((((.(((((((((((....)))))))))))...)))))..((((...((((((((((.((((...))))...))))....)))))).)))).)))))))............(.......).....(((((((.......(..((((((((.(((....))).....)))))))).).....)))))))........
bpRNA_RFAM_32058,.........(((((......)))))......((.......))....................
bpRNA_CRW_52449,(((((((....((.......))((((((((.......)))))))..)(((((.......)))))))))))).
bpRNA_RFAM_7664,................((((.......))))......................................
bpRNA_RFAM_20128,.(((((..((((((((.((.(((((((((((.......))).))..))))))..)).))))))))..))))).
bpRNA_RFAM_16638,((((((.(.........(..((.((((((((........((((((((.(((((((((.(((((((.....))))))).........))))))).))..(.((((......((((((..(((((........(((((((.(.......).)))))))......))))...)))))).).....)))).))))))))).((((((.((((((.((...((.....))..)).))))))))))))....))))......)))).))..)).))))))......(((((((((.((((.((.(((......))).))))).).)))))))))....
bpRNA_tmRNA_242,.......................(((((((((.((((((.....)))))).).))))))))................................((((...............)))).....................((((((....))))))..............((((((((((...........))))))))))........................................................................................................(((((.......)))))...........
