id,folding
srp_Meth.maze._AE008384,((((((((..(((((.......(((((..................))))).....)...))))...(((..(((..(.((((((.(.(((.((((((.((((.(((((..((.....((((((((((((...((((((...((((((.(((((((........))))))).))))))...)(((.......))).....(((((...(.(((....))).)..)))))..)))))....)))))...)))))))..))..))))).))))....)))))).))))..)))))).)..)))..)))..))))))))
RNaseP_A.brierleyi,.........(....(((((.......)(((((((.(((((.(.((((((.....)))))).)..))))).)))........(((((((((((((............(((((...(((((((((....)))))))))...)))))..)))))))))))))..............))))..))))....((((((((((.................)))))))))).).........................................
tmRNA_Pseu.fluo._TRW-216595_1-397,..(((((................................(.......((((((........))))))........)....((((((......))))))...............)))))(((.....(((...(((((....)))))...))))))......((((..((....)).)))((((((((...(((...........)))...))))))))...........)....(((((...................))))).................((((..(((((((........)))).)))..)))).................((((....)))).................(((.(((((((((........))))))..))).)))
tmRNA_Myco.mari._TRW-1781-1_1-368,(((((((......((((((.....(((((((..............(((......)))..................)))))))..........((((.(((....))).))))(((((.(((.(((((.....))))).)))))))).))))))(((((((.....(((.(((((.((.((((((...((.(((((((...((((((((((((....).)))))))))))...)))...........(((((....((((((...(....)....)))))))))))..((.(............).))...........)))).))...))))))..))..)))))..)))))))))))))))))....
5s_Aspergillus-flavus-1,(((((((((....((((((((.......((((............)))).........)))))).))((((((......(((((.(((....)))))))).....)))))))))))))))
srp_Arab.tha._X55111,..(((((((........)))))))...(((....)))......((((((((((........(((........(((((((..((...((((((.((.((((((((...((.(((((.(((((((((.(((.(((.((((((((((....))))))))))))).))).........(((((....(((((((((....))))))...))).......))))).)))))))))..)))))))....((......))..)))))))).)).....)))))).)).))))))).....)))))))))))))
tmRNA_Syne.elon._TRW-32046_1-394,(((((((..................(((((.....)))))........(((((((((........)))))).........)))........(((((((..((((......)))).((((((((((..((((((....))))))(((((..(.......((((.(((((((((((((((((.((((...........)))).)))))).................)))))))).((((.(((((((.....((.......)).....)))))))......((((((((......))))))))..)))).))).)))).....)...)))))......))))))))))))))))).............(((((.......))))))))))))....
srp_Coxi.burn._AE016828,....((.((((.((((((......(((................)))...))))).).)))).))
RNaseP_S.gordonii,............(((((...(.((((((((.....)))))))).)....))))).((((((((.((((((...((((............((((((..........))))))..(((((....)))))..)))).......))))))..))...............................((((..........((((((((....))))))))))))...................)))))).......................((((((((((........))).))))))).((((....))))..................(((((((((.....)))))))))................................
tRNA_tdbR00000519-Phaseolus_vulgaris-3885-Ini-CAU,.((((((..((((.........)))).(((((.......))))).....(((((.......))))))))))).....
5s_Agaricostilbum-pulcherrimum-2,(((((((((....((((((((..(((..((((............))))..)))...)))))).))((((((......(((((.(((....)))))))).....))).))))))))))))
srp_Clos.acet._AE007525,.((((((((.(((((((((((((.(((((.....((((....(((....)))....))))...)))))...)))))).)).)))))....)))))))).....
5s_Geobacillus-kaustophilus-7,...........((((((..(((..((((((.......)))..)))..)))...))))))((((((.((....((.(((((....))))).))....)).)).)))).......
23s_H.pylori_domain6,.((((((((..((((..(((((((..((.(....).)).)))))))..(((......((((.(((((....(((.....)))..)))))...)))).)))...........(((((...........))))).......))))......)))))))).....(((((((((.......)))))....((((((((....(((((((((....))))))).))...))))).)))...)))).
tmRNA_Aero.hydr._AY442269_1-360,(((...((.(((..........))).))......)))..((.......((((((.......))))))........))...........((((....)))).....((((((((.....(((......((((.((((....(((((.((((((((......))..))))))....)))))(....)((....))((...........)))))).))))...........................((((((((((.(((........))).))))))))))..................))).....)))).......))))......((((((((((.......)))))..).))))...
5s_Escherichia-coli-15,((((((((((((...((((((((....(((((((.............))))..)))...)))))).))..........((((((((...)))))))).......))...))))))))))..
srp_Neis.meni._AE002098,(((((((((((((((((((((((((((((.....((((....(((....)))....))))..))))))..)))))).)))..))))..))))))))))....
5s_Lactobacillus-plantarum-1,.(((((((((..((((((((((.....)((((((.......)))))..)........)))))).))..).......((.(((((....))))).))..........)))))))))....
5s_Aurelia_aurita-1,(((((((((......((((((...((..((((..((....))..))))..))....))))))...(((((((..((.(((((.((((...))))))))).))))))))))))))))))..
5s_Mycoplasma-gallisepticum-1,.((((((((((((.(((.......((..((((.............))))..))...))).)))))...((.....((((....)))).....))....)))))))..
srp_Pseu.aeru._AE004581,((((((((((((((((.((((((((((((..(((((.....((((....(((....)))....))))..)))))...))))).))).))))...))))))))))))))))....
tmRNA_uncu.bact._TRW-80840-2_1-379,(((((((..........(((((((((.....((((((((....(....((((.....(.((((.((((.....((((..............))))....)))).)))).)...))))..).....)))))))).(((((((((.((((.((....)).)))).((..(((((((....)))))))..)))))))))))))))))))).((.(((((.((..((((((..((.(((((.((((........((((.((.(((((((.(((.(((((....))))).))).))))))).)))))).........))))...))))).))..)))))).)).))))).))....(((((.......))))))))))))....
tRNA_tdbR00000548-Scenedesmus_obliquus-3088-Tyr-GUA,(((((((.(((((.((.(((((((..((((((((...)))))))).)))).))).)).)))))(((....))).)))))))....
tRNA_tdbR00000546-Escherichia_coli-562-Tyr-QUA,(((((((.((((...........))))(((((.......))))).............(((((.......))))))))))))....
5s_Onchocerca-cervicalis-1,..(..((((((..((((((((...((..((((..((....))..))))..))....)))))).))...))))............((....))(((((((...)))))))..))..).....
RNaseP_WA1,.............((((((...((.......((((((...))))))..(((....)))..........((............(((((...((((....)))).)))..)).......((((((.......)))))).((((((((....)))).)))))).........))....))))))...(((......(((((((...((((.....))))))))))).....))).......((((.(((....))).))))((.(((((.......))))).)).............
RNaseP_E.coli,((((((((((.((.(((((((.((((((((((.(((((....))))))))).)))))).)).(((.((((...(((((........(((((((((((...)))))).(((....)))....((.((((........(....(((((..((((((((....))))).))))))..)).......((((((.......)))))).)(((((((....))))).)).)))))).......))))))))))..((((......(((((((...((......))....))))))).....))))......((((((((....))))))))..........)))).)))...........)))))..))))))))))))....
5s_Yersinia-pestis-5,((((((((((.....((((((((....(((((((.............))))..)))...)))))).)).((.......((((((((...)))))))).......))...)))))))))).
srp_Stap.epid._AF269831,((((((((((((((((((((((..((((.....((((....(((....)))....))))...))))....)))))).))).)))))...))))))))....
tRNA_tdbR00000165-Solanum_tuberosum-4113-Ile-AU,(((((((..(((...........)))..((((.......))))......(((((.......))))))))))))....
5s_Vibrio-harveyi-1,((((((((((((((.((((((((....((((((((((......))).))))..)))...)))))).))....))))..((((((((...))))))))............)))))))))).
5s_Anaplasma-phagocytophilum-1,((((((((((....(((((((...(((..((((.............))))..)))....))))).))((((......((.((((....)))).))......)))).))))))))))..
5s_Mycobacterium-tuberculosis-3,(((.((((((.....((((((((.....((((((.(.......)...))))..))....)))))).)).((.((....((((((....))))))....)).))...)))))))))..
srp_Proc.mari._CP000551,((((((((.(((((((((.((....(((...((((((....)))))))))..)).))).((((((...))))))....))))))..))))))))...
tRNA_tdbR00000408-Saccharomyces_cerevisiae-4932-Ser-IGA,(((((((.......((((.((((((((((((((...))))))))..)))))).))))(((((.......))))))))))))....
5s_Flexibacter-sp.-1,((((((((((..(((((((((...((..((((((.......)))..)))..))....))))))...))).....(((((.(((.((.....)).))).)))))...)))))))))).
5s_Kibdelosporangium-aridum-1,(((((((((((....(((.........)))....((((((.(((.((((((..((.........................)).)))))).))).)))))).........)))))))))))
srp_Nitr.hamb._CP000319,(((((((((((((....((((...))))........(((.(((((((((((.......))).......)))))))).)))...))))))))))))).....
5s_Saccharomyces-cerevisiae-6,(((((((((....((((((((....(...((..............))....).....)))))).))((((((....((.(((((.(((....))))))))...))))))))))))))))).
5s_Fusarium-cerealis-4,(((((((((....(((((((.....)))))((............))..................))((((((((....(((.(((((....)))))))).)))))..))))))))))))
tRNA_tdbR00000397-Saccharomyces_cerevisiae-4932-Ser-UGA,(((((((.......(((((((((((.((((((.......))))))....)))))..))))))(((((.......))))))))))))....
grp1_a.I1.e.C.saxonicum.C1.SSU.1506,......(....)....((((.(((((((.....(((....(((((..(...((((.(((((((((((.(...........).))))).)))))))).)))((((.......)))))))))...))).....))))))).))))..........(((((((.(((.((.(((((..(((((((((........))))...)))))))))).)).))).........((((((.(((((((.......)))))))..))))))((((.....)))).........)))))))(((...((((((....))))))))).......(((...........(((.((((((((......))).))))))))........)))...(((((((((.....))))))))).............................................
srp_Oryz.sati._AP003253,.....((((........))))......(((....))).......(((((((........(((((.((((((....(((.(((((((..((..............(((((((((((...........((.....(((((((((((((...((((((....))))))..)))))))))))))....))))))))).))))))(((((.(((((....(.((((((....(((....((((((....)))))).....)))..)))))).)...))))).))))).))))))).)))..)))))).)))))..))))))).
srp_Rals.meta._CP000352,...((((((((.(((((((((((((((((((.....((((....(((....)))....))))..))))))..)))))).))).))))...)))))))).............
srp_Phae.nodo._GSP-321614,((((.....))))....(((((..(((((.(((...((((((((..((((((.......(((((((..((((.((((((((.(((((((((((((((.((((.(((.((((....)))))))...))))))))).........((((((..((.(((...((((....))))...)))))))))))))))))))))..))).)))))....))))..))))))).))))))..)))))))).))).)))))..)))))......
tmRNA_Sten.malt._TRW-40324_1-354,..(((((((.(((((((((.((.((((((...((((..(((((.....((((((((....))))))))........((............))))))).)))).)))))).)(((..((((......))))..)))))))))))))..)))))))...................((............((.(((((..((.((((((..(..(.......)..)...))))))..)).)))))..))((((.((.((((((....((((....)))).....)))))).)).)))).....)).........((((........(..(((((.......)))))..)))))....
srp_Rhiz.etli._CP000133,((((((((((((((((.....)))))......(((((.....(.((..(((.......)))..)).)))))).((((....))))))))))))))).......
tRNA_tdbR00000099-Mus_musculus-10090-Phe-AA,.((((((((........(((((((((....((((...........))))....))))..))))).))))))))....
5s_Marchantia-polymorpha-1,(((((((((....(((((((..((((..((((............))))..))..)).))))).))(((((.((....((((((.((....))))))))...)).)))))))))))))).
5s_Brucella-melitensis-1,(((((((((((....((((((((....(((((((((.......))..))))..)))...)))))).))(((.((....((.((((....)))).))....)).))).)))))))))))
tmRNA_Stre.pyog._AE010048_1-348,................................(((......(((((.........)))))....)))((((((....))))))..................(((((..(((((.........))))))))))((((((((((.(((.......))).)).)))))))).........((((((...(((((((((((....)))))))))))...........................))))))......(((((((((..........))))))))).........((((........))))...........((((((((((.......))))).)..))))...
tmRNA_Rals.sola._AL646061_1-357,(((((((..(((((...(((...(((((((.((((((.(((.......(((((........)))))..............)))....))))))..)).))))))))))))).))))).......((((((.((.((((((.((((((((....))))))))((((....))))..)))))).)..((((...(((..((((((((((.........))))))))))....)))..))))......).))))))(((...(((((((((((.(((.((((..........................................)))).)))))))))))..)))....))).....)).
tRNA_tdbR00000576-Leishmania_tarentolae-5689-Asp-GUC,(((((((.................(((((((.......)))))))..(((((.......)))))))))))).
tmRNA_Colw.psyc._CP000083_1-350,.....((((((.(.......).))))))......((((((((((...(((..((((((((............)))))............(((.((((......)))).)))((((((.....))))))......)))......(..(((((((((....................)).)))))))..)...)))..)))).)))))).(..............)..................((((((((((((((.......................))))))).......................))))))).((((((((((.........)))))).))))...
tmRNA_Urea.parv._AE002154_1-413,.....(((((((.......)))))))....................((((....))))..............(((.......))).................(((((((.....(((((.....)))))..)))))))((((((((.(....(((((....))))).......)..)))))))).....................((((((......................)))))).((((((((((((..............))))))))))))..........(((((((((((((((....(((.......)))....)))))))).)))))))..........................................((.(((((.......)))))..)).......
tmRNA_Esch.coli._CP000247_1-363,(((((((((((((.......))))))).......(((..(((....)))..)))......))))))....................((((....)))).........((((((((((.........))))).)))))(((((((((((.(..(((.......))))))))....)))))))..................((((...((((((....))))))...)))).....((((.((((.(..((((((((((.(((........))).)))))))))).........).)))).)))).........(((((...........)))))..(((((.......)))))...........
5s_Azotobacter-vinelandii-1,(((((((((((....((((((((....(((((((((.......))..))))..)))...)))))).))(((.((....((((((((...))))))))....)).))).))))))))))).
tRNA_tdbR00000251-Saccharomyces_cerevisiae-4932-Leu-UAA,(((((((.......((((.......(((((((.......)))))))..(....).))))(((((.......))))))))))))....
5s_Rhodopirellula-baltica-1,.((((((((((((.((((((((.......((((((.......)))))..)........))))))))....))))........(((.((......)).))).)))))))).
5s_Geobacillus-kaustophilus-4,.(((((((((....((((((((..(((..((((((.......)))..)))..)))...)))))).))(((.((....((.(((((....))))).))....)).))).)))))))))
tRNA_tdbR00000052-Aedes_albopictus-7160-Glu-NUC,........................((((.......))))...((........))...............
5s_Dipsacomyces-acuminosporus-1,(((((((........((((((...((..((((...(....)...))))..))....))))))...(((((((.....(((((.(((....))))))))....)))))))..))))))).
5s_Nannocystis-exedens-1,((((((((((....(((((((((.....)))((.............)).(((.....))))))).)).((.......((((((((....)))))))).......))..)))))))))).
srp_Dani.rrer._CU179657,(((....((((((((.................))))))))..)))....................(((((((....(((.(((((((((..(((..(((.((((((((((.(((((.(.(((((((((((.(((((.(((((((....))))))).))))).))))........((((...(((.((((.(........))).)).))).....)))).))))))).)..)))))))...)))))))))))))).))))))))).)))))))))).......
RNaseP_PS26,........((((.......))))........((((((((...))))))))(((....)))...........................(((..(((((((....))))).)))))..((((.....(((((((......(((((....((((((....((....((((.................((((..((((((....(((((((..((((....)))).((((((...)))))).)))))))...))))))))))..(((.(((((....))))))))..............))))...))....))))))....))))).......))))))).....))))......
srp_Carb.hydr._CP000141,......((((....(((....)))....))))....
5s_Thermotoga-sp.-3,((((((((((((.....(((((((((..(((.((.(((((......))))).))..)))...)))))))))(((.((....((((((((....))))))))....)).))).))))))))))))
srp_Proc.mari._AE017126,..((((...((((((....))))))))))((((.((....))..))))...
telomerase_AF221906.96-545,....(((((........((((((.((((((((((.(((.......((...........((((((..((((((..((.((((((.....((((.(((((.................))))).))))))))))..))))))))..))))))............)).((...(.......)...))...)))..)))))))))).))))))..((((((((.....((((((((((((((((((.(((((.....(((((((((......((((((((....))))).)))......)))))).((((.....))))....))))))))...)))))))))..)))))).)))....)))))))))))))(((((....((((.(((.(....).))).))))...)))))((((((((..((((..........))))))))))))......
tmRNA_Fran.spec._TRW-298653_1-375,(((((((.(((((((((((.(.((.(..(..(((((......(..........(((((((....(........)..)))))))........)))))).....).(((((((((((.(((((.....((......((((....(..........)..))))((((((((((...........))))))..))))))......))))...(...(((((..((((((.(((((((((((((..........................))))))))))).)).)))))).)))))...)......).))))))))))).........).)).).))))))))))).....(((((.......))))))))))))....
srp_Buch.aphi._AE014017,((((((((((..((((((((.(((.((...((((((.....((((....(((....)))....))))..))))))....))..))).))))...))))..))))))))))........
srp_Buch.aphi._BA000003,((((((((((..((((...((((((.......))))))((((((.(..(((((......(((.((....)).)))....)))))).))))))..))))..))))))))))........
RNaseP_T.maritima,(((((((((((.....((.((((((((((....)))))).)))).))...(.(((((.((((..(..(((((((((((...))))))(((((....))))).....((((................))))....................((((((.......)))))).((((((((....))))))).)....).........(((((((..((((((.(.(((((..(((.......)))....))))).).)))))))))...((((((((....))))))))))))..........)))).)..)))).))))))...)))))))))))....
tmRNA_Esch.coli._BA000007_1-363,(((((((((((((.......))))))).......(((..(((....)))..)))......))))))....................((((....)))).........((((((((((.........))))).)))))(((((((((((.(..(((.......))))))))....)))))))..................((((...((((((....))))))...)))).....((((.((((.(..((((((((((.(((........))).)))))))))).........).)))).)))).........(((((...........)))))..(((((.......)))))...........
RNaseP_Saccharomonospora-K180,..........(.((((((........((((((((......((((.((((((....)))..)))....))))..........))))))))((((...))))((((..((((....(((((((.......))))))((((((((((....)))))))).)).)....)))).)))))))))..((((....(((((((....))))))).((((((((((...((((.....))))))))))))))....))))..(((.((((((((....)))))))).)))..........(.(((.((((((((....))))))))))).).....).)......
5s_Bacillus-thuringiensis-5,(((((((((.....((((((...((..((((((.......)))..)))..))....))))))....((..........(((((...))))).((....)).)).))))))))).....
tRNA_tdbR00000032-Rattus_norvegicus-10116-Asp-GUC,.((((((((((..........((.((((((.....)))))).)).....(......)))).)))))))....
tRNA_tdbR00000221-Escherichia_coli-562-Leu-CAG,..((((.(((((.............))))).)))).(((((.(((((((....))))).(((((.......)))))..)).))))).
tRNA_tdbR00000331-Mycoplasma_capricolum-2095-Gln-UG,(((((((..((....((((...((.(((((.......)))))...))))))...........)))))))))....
srp_Nost.spec._BA000019,((((((((.((((((.(((.(((.((........((.....(((....))).....)).........))))).)))..))))))..))))))))........
tmRNA_Stap.epid._TRW-1282-2_1-362,((((((..(((((.......)))))))))))...((.......))(((.(((((......))))).))).........(((((((....)))))))...................(((((.((((.....)))).)))))(((((.(((((((((.......)))))))))..)))))...............................((((((.....(((.......)))....))))))..(((((((((((((........)).)))))))))))................((((....))))......................(((((((((.......))))).))))......
grp1_b.I1.e.M.anisopliae.3.C1.LSU.1921,.....((((((........(((((((........))..)))))...)))))).(((((((.....)))))))((((((((((((((....))))))))))))))...........((((((....(((.....((((((((((((.((((((.........))))))..(((((.......)))))....))))).....)))))))..........)))...)))))).....((((...(((((((((((....)))))))))))..)))).............(((((......(((((.((((((.((.(((.....)))...)))))))).)))))........)))))..(((.((((....)))))))...................
5s_Paracoccus-sp.-1,((((((((((.(((.((....)).))).((((..((((((.............((..((((((((.......))))))))))(((....)))))))))..)..)))..))))))))))
RNaseP_M.thermoautotrophicum-DH,.(((....))).......((((((....))))))(((....)))...................(((((((....)))))))((((((((.((((..(((((.((((...........(((((((.((.(((..........))).)))).)))))....))).).)))))....)))).....(((((((((..((((...(..((((.....(((((................))))).....)))))))).)..)))))..)))).................)))))))).
tRNA_tdbR00000575-Leishmania_tarentolae-5689-Thr-CGU,(((((((..((((.......)))).(((((.......))))).....(((((.......)))))))))))).
5s_Streptomyces-coelicolor-2,..(((((((((....((((((((.....((((((((........)).))))..))....)))))).)).((.((....((((((((....))))))))....)).))..))))))))).
5s_Vibrio-cholerae-1,.(((((((((((((.((((((((....((((((((((......))).))))..)))...)))))).))....))))..((((((((...))))))))............)))))))))
RNaseP_Prochlorococcus-TAK9803-2,...........(((((.((....(((((((...(((((((((..((((((((.((((..(((((.........((((((........(((((..((((.....)))))))..)).........))))))........))..((((((((....))))))).)..)))....))))))))))))....))))))))).....))))))).............................(((((.(((....)))))))).................((((((....))))))....)).))))).....
5s_Sandaracinobacter-sibiricus-1,(((((((((.............(((((((............(((....(((((.((.......(((((.(((...))).)))))......)))))))..)))..))))))))))))))))
srp_Shig.flex._CP000266,((((....(((....)))....))))..
5s_S_kowalev2E,(((((((((....((((((((...((..((((..((....))..))))..))....)))))).))(((((((.....((.((.(((....))))).))....))))))))))))))))..
tRNA_tdbR00000121-Salmonella_typhimurium-602-Gly-NCC,(((((((...................(((((.......)))))....(((((.......))))))))))))....
RNaseP_S.uvarum,.((((((((((((((.((((((((((.............(((((.((...(((((((........................)))))))....))((((((((...((((((.((.((.((((((((((((((((....))))))))))))((.(((....))).)).........)))).)).)).)))))).((((((((((.........((((((((((((((....))))))))))).)))....))))))))))))))))))...((((.(((.(((....)))...))).)))).))))).......))))))))))(((((....))))).............)...)))))))))))))..
5s_Exobasidium-vaccinii-1,..(((((((....((((((((.......((((((......))..))))........)))))).))((((((......(((((.(((....)))))))).....)))))))))))))..
tmRNA_Arth.spec._CP000454_1-369,(((((((...........(((((((.((...(.(((((....(((((..((..(((.(.(((.(((((.....((((((((((.(((((..(((((...........)))(((((.....(((.(((((....))))).)))......))))).(((((((.......)))))))..((.(((((((((((((...(....)(((((((((((.......)))))))))))...)))).))))))...))).)).....))..)))))))).)))))))......))))).))).)...)))..))..))))).....).)))).)...)))))))))...(((((.......))))))))))))....
srp_Leis.infa._AM502223,...(((((...)))))(.......)...........((((((.((((.((((.(((((....(((.(((((..((((((((....)))))))).......(((((((..(((((.((((((((((((((....))))))).....(.(((..(((....))).)))..)))))))).)))))...)...))))))))))))))...........................(((((.....))))).........))))))))).)))).))))))....
tRNA_tdbR00000457-Geobacillus_stearothermophilus-1422-Val-GAC,(((((((..((((((((((..((.(.((((((.....)))))).).)).)))))).)))).....)))))))....
5s_Plagiomnium-trichomanes-1,(((((((((....(((((((..((((..((((............))))..))..)).))))).))(((((.((....((((((.((....))))))))...)).)))))))))))))).
5s_Silicibacter-pomeroyi-1,(((((((((((....(((.((((...((..((((.............))))..))...))))...)))(((.((....(((((((....).))))))...)).))).)))))))))))
5s_Planococcus-kocurii-1,((((((((((...((((((((.(..(..((((((.......)))..)))..)....)))))).))).((..........(((((....))))).........)).)))))))))).
srp_Past.mult._AE006092,(((((((((((((((..((((((.(((..((((((..(..(((.....(((....))).....)))).))))))...)))..)).))))....)))))))))))))))
tmRNA_Sali.rube._CP000159_1-369,(((((((............((((((((...(((((((.(((((((...((((.((((((((((................))))))..))))...((((.((((....)))).))))..((((((...((.((((...(((((((((((...(((((........))))))))))))))..))......)))))).))))))((((..((((....)))).)))))))).........)))))))..(((.(((((..((((.......))))....))))).)))((((((((..(((((.....))))))))...)))))..)))))))))))))))...(((((.......))))))))))))....
tmRNA_Baci.cere._AE017194_1-355,................................................(((((.......))))).............(((.......)))................((((((.(((......)))))))))((((((((((((((.......)))).))))..)))))).........(((((((.......)))))))..................................(((((((...((((((....))))))...))))).))...........((((((...((....))..............))))))....(((((((((.......))))).))))......
5s_Ralstonia-solanacearum-1,(((((((((.....((((((((....(((.(((((.......)))..))...)))...)))))).))(((.((....((((((....))))))....)).)))..)))))))))
tRNA_tdbR00000387-Bacillus_subtilis-1423-Ser-5GA,(((((((...((......)).........(((((.......)))))..((((......))))..(((((.......))))))))))))....
RNaseP_C.trachomatis,..........................(((((....................................................))))).....((((.(.((((....)))).)))))..................((.(((((((((....)))))))))...))........(((((((.....)))))))(((((((((....)))))))).).......((.(((((.((((....(((((((((..((((((....))))))((((((....))))))....)))))))))......))))..((((((((....))))))))..)))))...))....(.(((((((.((((....)))).))))))).)..................((((....))))..
