F1,LLM,fam
0.8307692307692308,RiNALMo,5s
0.7241379310344828,RiNALMo,5s
0.875,RiNALMo,5s
0.4358974358974359,RiNALMo,5s
0.7536231884057972,RiNALMo,5s
0.8387096774193549,RiNALMo,5s
0.7407407407407407,RiNALMo,5s
0.912280701754386,RiNALMo,5s
0.8524590163934426,RiNALMo,5s
0.923076923076923,RiNALMo,5s
0.8358208955223881,RiNALMo,5s
0.7812500000000001,RiNALMo,5s
0.9577464788732395,RiNALMo,5s
0.8888888888888888,RiNALMo,5s
0.9090909090909091,RiNALMo,5s
0.6938775510204082,RiNALMo,5s
0.8135593220338984,RiNALMo,5s
0.9565217391304348,RiNALMo,5s
0.7741935483870968,RiNALMo,5s
0.888888888888889,RiNALMo,5s
0.7272727272727272,RiNALMo,5s
0.7654320987654321,RiNALMo,5s
0.7407407407407407,RiNALMo,5s
0.9032258064516129,RiNALMo,5s
0.7272727272727272,RiNALMo,5s
0.8,RiNALMo,5s
0.7796610169491525,RiNALMo,5s
0.7619047619047619,RiNALMo,5s
0.8620689655172413,RiNALMo,5s
0.8387096774193549,RiNALMo,5s
0.8000000000000002,RiNALMo,5s
0.8135593220338982,RiNALMo,5s
0.7796610169491526,RiNALMo,5s
0.8275862068965517,RiNALMo,5s
0.8615384615384616,RiNALMo,5s
0.8709677419354839,RiNALMo,5s
0.7586206896551724,RiNALMo,5s
0.782608695652174,RiNALMo,5s
0.7868852459016393,RiNALMo,5s
0.8857142857142858,RiNALMo,5s
0.8484848484848485,RiNALMo,5s
0.7733333333333334,RiNALMo,5s
0.8059701492537314,RiNALMo,5s
0.6551724137931035,RiNALMo,5s
0.7619047619047619,RiNALMo,5s
0.8823529411764706,RiNALMo,5s
0.7796610169491525,RiNALMo,5s
0.509090909090909,RiNALMo,5s
0.8888888888888888,RiNALMo,5s
0.6666666666666667,RiNALMo,5s
0.7741935483870968,RiNALMo,5s
0.7941176470588235,RiNALMo,5s
0.8857142857142858,RiNALMo,5s
0.6575342465753425,RiNALMo,5s
0.8437500000000001,RiNALMo,5s
0.8823529411764706,RiNALMo,5s
0.8823529411764706,RiNALMo,5s
0.5185185185185185,RiNALMo,5s
0.6785714285714285,RiNALMo,5s
0.8571428571428571,RiNALMo,5s
0.7868852459016394,RiNALMo,5s
0.44897959183673475,RiNALMo,5s
0.8813559322033899,RiNALMo,5s
0.8709677419354839,RiNALMo,5s
0.8135593220338984,RiNALMo,5s
0.823529411764706,RiNALMo,5s
0.44897959183673475,RiNALMo,5s
0.7837837837837838,RiNALMo,5s
0.9411764705882354,RiNALMo,5s
0.7407407407407407,RiNALMo,5s
0.9393939393939393,RiNALMo,5s
0.7323943661971831,RiNALMo,5s
0.819672131147541,RiNALMo,5s
0.75,RiNALMo,5s
0.8387096774193549,RiNALMo,5s
0.7301587301587301,RiNALMo,5s
0.9428571428571428,RiNALMo,5s
0.8767123287671234,RiNALMo,5s
0.5098039215686274,RiNALMo,5s
0.6153846153846154,RiNALMo,5s
0.5098039215686274,RiNALMo,5s
0.7999999999999999,RiNALMo,5s
0.823529411764706,RiNALMo,5s
0.7368421052631579,RiNALMo,5s
0.8533333333333333,RiNALMo,5s
0.9275362318840579,RiNALMo,5s
0.8387096774193549,RiNALMo,5s
0.8666666666666666,RiNALMo,5s
0.8484848484848486,RiNALMo,5s
0.7407407407407408,RiNALMo,5s
0.8378378378378377,RiNALMo,5s
0.7540983606557378,RiNALMo,5s
0.8275862068965517,RiNALMo,5s
0.8,RiNALMo,5s
0.8787878787878787,RiNALMo,5s
0.676923076923077,RiNALMo,5s
0.923076923076923,RiNALMo,5s
0.8235294117647058,RiNALMo,5s
0.8064516129032258,RiNALMo,5s
0.7352941176470589,RiNALMo,5s
0.5555555555555556,RiNALMo,5s
0.7142857142857143,RiNALMo,5s
0.9491525423728815,RiNALMo,5s
0.6551724137931034,RiNALMo,5s
0.4255319148936171,RiNALMo,5s
0.6274509803921569,RiNALMo,5s
0.8656716417910447,RiNALMo,5s
0.875,RiNALMo,5s
0.5999999999999999,RiNALMo,5s
0.8615384615384615,RiNALMo,5s
0.8529411764705883,RiNALMo,5s
0.47058823529411764,RiNALMo,5s
0.9090909090909091,RiNALMo,5s
0.84375,RiNALMo,5s
0.9459459459459459,RiNALMo,5s
0.7213114754098361,RiNALMo,5s
0.8571428571428571,RiNALMo,5s
0.8857142857142858,RiNALMo,5s
0.8253968253968254,RiNALMo,5s
0.8918918918918919,RiNALMo,5s
0.7931034482758621,RiNALMo,5s
0.8275862068965517,RiNALMo,5s
0.575,RiNALMo,5s
0.9354838709677419,RiNALMo,5s
0.8985507246376813,RiNALMo,5s
0.9090909090909091,RiNALMo,5s
0.8157894736842106,RiNALMo,5s
0.52,RiNALMo,5s
0.7796610169491526,RiNALMo,5s
0.8101265822784809,RiNALMo,5s
0.8571428571428571,RiNALMo,5s
0.8333333333333334,RiNALMo,5s
0.9032258064516129,RiNALMo,5s
0.8064516129032258,RiNALMo,5s
0.6440677966101694,RiNALMo,5s
0.9253731343283583,RiNALMo,5s
0.9428571428571428,RiNALMo,5s
0.8787878787878787,RiNALMo,5s
0.8571428571428571,RiNALMo,5s
0.7547169811320755,RiNALMo,5s
0.52,RiNALMo,5s
0.8405797101449276,RiNALMo,5s
0.7741935483870968,RiNALMo,5s
0.8450704225352113,RiNALMo,5s
0.5925925925925926,RiNALMo,5s
0.8852459016393442,RiNALMo,5s
0.8333333333333333,RiNALMo,5s
0.8852459016393444,RiNALMo,5s
0.8437499999999999,RiNALMo,5s
0.4999999999999999,RiNALMo,5s
0.85,RiNALMo,5s
0.7666666666666667,RiNALMo,5s
0.7647058823529411,RiNALMo,5s
0.736842105263158,RiNALMo,5s
0.8275862068965517,RiNALMo,5s
0.8253968253968254,RiNALMo,5s
0.9253731343283582,RiNALMo,5s
0.9206349206349207,RiNALMo,5s
0.9275362318840579,RiNALMo,5s
0.736842105263158,RiNALMo,5s
0.7076923076923076,RiNALMo,5s
0.7936507936507937,RiNALMo,5s
0.8695652173913043,RiNALMo,5s
0.7575757575757577,RiNALMo,5s
0.8450704225352113,RiNALMo,5s
0.8307692307692307,RiNALMo,5s
0.870967741935484,RiNALMo,5s
0.7796610169491525,RiNALMo,5s
0.7692307692307692,RiNALMo,5s
0.9374999999999999,RiNALMo,5s
0.8307692307692308,RiNALMo,5s
0.9253731343283582,RiNALMo,5s
0.9374999999999999,RiNALMo,5s
0.7407407407407407,RiNALMo,5s
0.9354838709677419,RiNALMo,5s
0.8823529411764706,RiNALMo,5s
0.9032258064516129,RiNALMo,5s
0.6153846153846153,RiNALMo,5s
0.927536231884058,RiNALMo,5s
0.7058823529411765,RiNALMo,5s
0.5769230769230769,RiNALMo,5s
0.746268656716418,RiNALMo,5s
0.7586206896551725,RiNALMo,5s
0.7692307692307692,RiNALMo,5s
0.847457627118644,RiNALMo,5s
0.90625,RiNALMo,5s
0.8695652173913043,RiNALMo,5s
0.8484848484848486,RiNALMo,5s
0.8275862068965517,RiNALMo,5s
0.8518518518518519,RiNALMo,5s
0.8266666666666667,RiNALMo,5s
0.8378378378378378,RiNALMo,5s
0.7586206896551725,RiNALMo,5s
0.8627450980392156,RiNALMo,5s
0.9032258064516129,RiNALMo,5s
0.7575757575757577,RiNALMo,5s
0.56,RiNALMo,5s
0.7796610169491525,RiNALMo,5s
0.7936507936507937,RiNALMo,5s
0.9275362318840579,RiNALMo,5s
0.7931034482758621,RiNALMo,5s
0.8787878787878787,RiNALMo,5s
0.847457627118644,RiNALMo,5s
0.6818181818181819,RiNALMo,5s
0.9565217391304348,RiNALMo,5s
0.7384615384615384,RiNALMo,5s
0.7796610169491526,RiNALMo,5s
0.6779661016949152,RiNALMo,5s
0.8611111111111112,RiNALMo,5s
0.8615384615384616,RiNALMo,5s
0.4528301886792453,RiNALMo,5s
0.339622641509434,RiNALMo,5s
0.8666666666666666,RiNALMo,5s
0.7999999999999999,RiNALMo,5s
0.7647058823529411,RiNALMo,5s
0.6756756756756757,RiNALMo,5s
0.823529411764706,RiNALMo,5s
0.8307692307692307,RiNALMo,5s
0.90625,RiNALMo,5s
0.7999999999999999,RiNALMo,5s
0.8493150684931505,RiNALMo,5s
0.7666666666666666,RiNALMo,5s
0.8064516129032258,RiNALMo,5s
0.9315068493150684,RiNALMo,5s
0.8253968253968255,RiNALMo,5s
0.806451612903226,RiNALMo,5s
0.8732394366197184,RiNALMo,5s
0.8437500000000001,RiNALMo,5s
0.7341772151898734,RiNALMo,5s
0.8387096774193549,RiNALMo,5s
0.7796610169491525,RiNALMo,5s
0.8135593220338984,RiNALMo,5s
0.923076923076923,RiNALMo,5s
0.9333333333333333,RiNALMo,5s
0.6865671641791046,RiNALMo,5s
0.7719298245614036,RiNALMo,5s
0.8571428571428571,RiNALMo,5s
0.9333333333333333,RiNALMo,5s
0.8709677419354839,RiNALMo,5s
0.8852459016393442,RiNALMo,5s
0.8615384615384616,RiNALMo,5s
0.9253731343283583,RiNALMo,5s
0.8771929824561403,RiNALMo,5s
0.9565217391304348,RiNALMo,5s
0.8275862068965517,RiNALMo,5s
0.8615384615384615,RiNALMo,5s
0.7586206896551724,RiNALMo,5s
0.9166666666666666,RiNALMo,5s
0.8695652173913043,RiNALMo,5s
0.8615384615384616,RiNALMo,5s
0.883116883116883,RiNALMo,5s
0.7868852459016394,RiNALMo,5s
0.8666666666666666,RiNALMo,5s
0.7714285714285715,RiNALMo,5s
0.6415094339622641,RiNALMo,5s
0.6885245901639343,RiNALMo,5s
0.8947368421052632,RiNALMo,5s
0.7741935483870968,RiNALMo,5s
0.7887323943661972,RiNALMo,5s
0.679245283018868,RiNALMo,5s
0.8000000000000002,RiNALMo,5s
0.6666666666666667,RiNALMo,5s
0.9142857142857143,RiNALMo,5s
0.8405797101449276,RiNALMo,5s
0.7076923076923077,RiNALMo,5s
0.8484848484848486,RiNALMo,5s
0.8709677419354839,RiNALMo,5s
0.8064516129032259,RiNALMo,5s
0.9354838709677419,RiNALMo,5s
0.7887323943661971,RiNALMo,5s
0.78125,RiNALMo,5s
0.9253731343283583,RiNALMo,5s
0.8732394366197184,RiNALMo,5s
0.9285714285714286,RiNALMo,5s
0.8307692307692308,RiNALMo,5s
0.7346938775510203,RiNALMo,5s
0.5185185185185185,RiNALMo,5s
0.782608695652174,RiNALMo,5s
0.4680851063829787,RiNALMo,5s
0.8813559322033899,RiNALMo,5s
0.7179487179487181,RiNALMo,5s
0.7999999999999999,RiNALMo,5s
0.7301587301587301,RiNALMo,5s
0.7419354838709676,RiNALMo,5s
0.8533333333333333,RiNALMo,5s
0.8615384615384616,RiNALMo,5s
0.8307692307692307,RiNALMo,5s
0.7301587301587301,RiNALMo,5s
0.7333333333333334,RiNALMo,5s
0.8387096774193549,RiNALMo,5s
0.7868852459016393,RiNALMo,5s
0.8181818181818182,RiNALMo,5s
0.8666666666666666,RiNALMo,5s
0.8055555555555556,RiNALMo,5s
0.8064516129032258,RiNALMo,5s
0.806451612903226,RiNALMo,5s
0.9090909090909091,RiNALMo,5s
0.8666666666666666,RiNALMo,5s
0.7741935483870968,RiNALMo,5s
0.8709677419354839,RiNALMo,5s
0.8656716417910447,RiNALMo,5s
0.90625,RiNALMo,5s
0.7878787878787878,RiNALMo,5s
0.6666666666666667,RiNALMo,5s
0.9275362318840579,RiNALMo,5s
0.8307692307692308,RiNALMo,5s
0.8857142857142857,RiNALMo,5s
0.7741935483870968,RiNALMo,5s
0.8135593220338982,RiNALMo,5s
0.8059701492537314,RiNALMo,5s
0.8059701492537314,RiNALMo,5s
0.8611111111111112,RiNALMo,5s
0.7936507936507937,RiNALMo,5s
0.8666666666666666,RiNALMo,5s
0.8387096774193549,RiNALMo,5s
0.904109589041096,RiNALMo,5s
0.7547169811320755,RiNALMo,5s
0.8387096774193549,RiNALMo,5s
0.6545454545454545,RiNALMo,5s
0.88,RiNALMo,5s
0.823529411764706,RiNALMo,5s
0.7241379310344828,RiNALMo,5s
0.7741935483870968,RiNALMo,5s
0.5306122448979592,RiNALMo,5s
0.7142857142857143,RiNALMo,5s
0.7575757575757577,RiNALMo,5s
0.5098039215686274,RiNALMo,5s
0.7812500000000001,RiNALMo,5s
0.9354838709677419,RiNALMo,5s
0.9374999999999999,RiNALMo,5s
0.8571428571428571,RiNALMo,5s
0.7804878048780488,RiNALMo,5s
0.9295774647887323,RiNALMo,5s
0.9411764705882354,RiNALMo,5s
0.8529411764705882,RiNALMo,5s
0.9253731343283582,RiNALMo,5s
0.870967741935484,RiNALMo,5s
0.7,RiNALMo,5s
0.7118644067796609,RiNALMo,5s
0.8823529411764706,RiNALMo,5s
0.8275862068965517,RiNALMo,5s
0.8648648648648649,RiNALMo,5s
0.8666666666666666,RiNALMo,5s
0.7169811320754716,RiNALMo,5s
0.9253731343283583,RiNALMo,5s
0.7547169811320754,RiNALMo,5s
0.4,RiNALMo,5s
0.7323943661971832,RiNALMo,5s
0.84375,RiNALMo,5s
0.8437499999999999,RiNALMo,5s
0.7999999999999999,RiNALMo,5s
0.8852459016393442,RiNALMo,5s
0.8358208955223881,RiNALMo,5s
0.8051948051948052,RiNALMo,5s
0.7719298245614036,RiNALMo,5s
0.7000000000000001,RiNALMo,5s
0.8656716417910447,RiNALMo,5s
0.8529411764705883,RiNALMo,5s
0.819672131147541,RiNALMo,5s
0.8064516129032259,RiNALMo,5s
0.8571428571428571,RiNALMo,5s
0.5306122448979591,RiNALMo,5s
0.8055555555555556,RiNALMo,5s
0.7857142857142856,RiNALMo,5s
0.7547169811320756,RiNALMo,5s
0.7575757575757577,RiNALMo,5s
0.6229508196721313,RiNALMo,5s
0.8484848484848485,RiNALMo,5s
0.8923076923076922,RiNALMo,5s
0.638888888888889,RiNALMo,5s
0.8857142857142858,RiNALMo,5s
0.90625,RiNALMo,5s
0.7878787878787877,RiNALMo,5s
0.8571428571428572,RiNALMo,5s
0.819672131147541,RiNALMo,5s
0.9253731343283583,RiNALMo,5s
0.8387096774193549,RiNALMo,5s
0.31999999999999995,RiNALMo,5s
0.8387096774193549,RiNALMo,5s
0.6774193548387097,RiNALMo,5s
0.8333333333333334,RiNALMo,5s
0.8070175438596493,RiNALMo,5s
0.5769230769230769,RiNALMo,5s
0.7999999999999999,RiNALMo,5s
0.823529411764706,RiNALMo,5s
0.44897959183673475,RiNALMo,5s
0.830188679245283,RiNALMo,5s
0.56,RiNALMo,5s
0.8196721311475409,RiNALMo,5s
0.7346938775510204,RiNALMo,5s
0.7692307692307692,RiNALMo,5s
0.7666666666666667,RiNALMo,5s
0.888888888888889,RiNALMo,5s
0.8955223880597015,RiNALMo,5s
0.9206349206349206,RiNALMo,5s
0.9295774647887323,RiNALMo,5s
0.8387096774193549,RiNALMo,5s
0.8169014084507044,RiNALMo,5s
0.8923076923076922,RiNALMo,5s
0.7619047619047619,RiNALMo,5s
0.6562499999999999,RiNALMo,5s
0.8064516129032259,RiNALMo,5s
0.7088607594936709,RiNALMo,5s
0.835820895522388,RiNALMo,5s
0.7924528301886793,RiNALMo,5s
0.16216216216216214,RiNALMo,5s
0.9032258064516129,RiNALMo,5s
0.819672131147541,RiNALMo,5s
0.84375,RiNALMo,5s
0.9180327868852458,RiNALMo,5s
0.7096774193548386,RiNALMo,5s
0.8059701492537314,RiNALMo,5s
0.8955223880597014,RiNALMo,5s
0.7868852459016394,RiNALMo,5s
0.8615384615384615,RiNALMo,5s
0.8695652173913043,RiNALMo,5s
0.8125000000000001,RiNALMo,5s
0.7333333333333334,RiNALMo,5s
0.9411764705882353,RiNALMo,5s
0.9275362318840579,RiNALMo,5s
0.8253968253968254,RiNALMo,5s
0.8857142857142857,RiNALMo,5s
0.8387096774193549,RiNALMo,5s
0.7540983606557377,RiNALMo,5s
0.7692307692307692,RiNALMo,5s
0.7936507936507936,RiNALMo,5s
0.90625,RiNALMo,5s
0.4782608695652174,RiNALMo,5s
0.7368421052631579,RiNALMo,5s
0.888888888888889,RiNALMo,5s
0.9032258064516129,RiNALMo,5s
0.8571428571428572,RiNALMo,5s
0.7187499999999999,RiNALMo,5s
0.5098039215686274,RiNALMo,5s
0.711864406779661,RiNALMo,5s
0.75,RiNALMo,5s
0.8307692307692307,RiNALMo,5s
0.9705882352941176,RiNALMo,5s
0.8484848484848485,RiNALMo,5s
0.782608695652174,RiNALMo,5s
0.6779661016949152,RiNALMo,5s
0.7169811320754716,RiNALMo,5s
0.819672131147541,RiNALMo,5s
0.7540983606557378,RiNALMo,5s
0.8437500000000001,RiNALMo,5s
0.7142857142857143,RiNALMo,5s
0.7037037037037037,RiNALMo,5s
0.8985507246376812,RiNALMo,5s
0.90625,RiNALMo,5s
0.8450704225352113,RiNALMo,5s
0.8070175438596492,RiNALMo,5s
0.8000000000000002,RiNALMo,5s
0.78125,RiNALMo,5s
0.8750000000000001,RiNALMo,5s
0.6333333333333333,RiNALMo,5s
0.8253968253968254,RiNALMo,5s
0.7241379310344828,RiNALMo,5s
0.6551724137931034,RiNALMo,5s
0.7936507936507937,RiNALMo,5s
0.8125,RiNALMo,5s
0.8358208955223881,RiNALMo,5s
0.8064516129032258,RiNALMo,5s
0.8253968253968254,RiNALMo,5s
0.8484848484848485,RiNALMo,5s
0.7999999999999999,RiNALMo,5s
0.8656716417910448,RiNALMo,5s
0.8852459016393444,RiNALMo,5s
0.8253968253968255,RiNALMo,5s
0.8615384615384616,RiNALMo,5s
0.775,RiNALMo,5s
0.888888888888889,RiNALMo,5s
0.8852459016393444,RiNALMo,5s
0.8333333333333333,RiNALMo,5s
0.8571428571428572,RiNALMo,5s
0.8533333333333333,RiNALMo,5s
0.819672131147541,RiNALMo,5s
0.8253968253968255,RiNALMo,5s
0.9393939393939394,RiNALMo,5s
0.8656716417910447,RiNALMo,5s
0.7857142857142856,RiNALMo,5s
0.8484848484848485,RiNALMo,5s
0.5567010309278351,RiNALMo,5s
0.8333333333333333,RiNALMo,5s
0.9393939393939394,RiNALMo,5s
0.8717948717948717,RiNALMo,5s
0.8656716417910447,RiNALMo,5s
0.5714285714285714,RiNALMo,5s
0.7741935483870968,RiNALMo,5s
0.7999999999999999,RiNALMo,5s
0.8253968253968254,RiNALMo,5s
0.8387096774193548,RiNALMo,5s
0.9253731343283583,RiNALMo,5s
0.5769230769230769,RiNALMo,5s
0.823529411764706,RiNALMo,5s
0.5,RiNALMo,5s
0.84375,RiNALMo,5s
0.8253968253968254,RiNALMo,5s
0.8055555555555555,RiNALMo,5s
0.7741935483870968,RiNALMo,5s
0.7741935483870968,RiNALMo,5s
0.8823529411764706,RiNALMo,5s
0.8405797101449276,RiNALMo,5s
0.8709677419354839,RiNALMo,5s
0.7428571428571429,RiNALMo,5s
0.8656716417910447,RiNALMo,5s
0.8474576271186439,RiNALMo,5s
0.6799999999999999,RiNALMo,5s
0.8421052631578947,RiNALMo,5s
0.7575757575757577,RiNALMo,5s
0.909090909090909,RiNALMo,5s
0.5116279069767442,RiNALMo,5s
0.8666666666666667,RiNALMo,5s
0.8181818181818182,RiNALMo,5s
0.8571428571428571,RiNALMo,5s
0.8813559322033899,RiNALMo,5s
0.7096774193548386,RiNALMo,5s
0.8493150684931509,RiNALMo,5s
0.8125,RiNALMo,5s
0.8571428571428572,RiNALMo,5s
0.8,RiNALMo,5s
0.9066666666666667,RiNALMo,5s
0.8214285714285715,RiNALMo,5s
0.6428571428571429,RiNALMo,5s
0.7777777777777778,RiNALMo,5s
0.7241379310344828,RiNALMo,5s
0.7619047619047619,RiNALMo,5s
0.8059701492537314,RiNALMo,5s
0.6792452830188678,RiNALMo,5s
0.7999999999999999,RiNALMo,5s
0.8656716417910447,RiNALMo,5s
0.8275862068965517,RiNALMo,5s
0.7419354838709677,RiNALMo,5s
0.8055555555555555,RiNALMo,5s
0.761904761904762,RiNALMo,5s
0.888888888888889,RiNALMo,5s
0.7619047619047619,RiNALMo,5s
0.7297297297297298,RiNALMo,5s
0.7878787878787877,RiNALMo,5s
0.5614035087719298,RiNALMo,5s
0.8529411764705883,RiNALMo,5s
0.9032258064516129,RiNALMo,5s
0.90625,RiNALMo,5s
0.7575757575757577,RiNALMo,5s
0.9180327868852458,RiNALMo,5s
0.7419354838709677,RiNALMo,5s
0.8823529411764706,RiNALMo,5s
0.8524590163934426,RiNALMo,5s
0.819672131147541,RiNALMo,5s
0.8333333333333334,RiNALMo,5s
0.8307692307692308,RiNALMo,5s
0.7666666666666667,RiNALMo,5s
0.8750000000000001,RiNALMo,5s
0.7761194029850748,RiNALMo,5s
0.8928571428571429,RiNALMo,5s
0.8235294117647058,RiNALMo,5s
0.576271186440678,RiNALMo,5s
0.8437500000000001,RiNALMo,5s
0.6129032258064515,RiNALMo,5s
0.8064516129032258,RiNALMo,5s
0.7936507936507938,RiNALMo,5s
0.68,RiNALMo,5s
0.8571428571428571,RiNALMo,5s
0.8620689655172413,RiNALMo,5s
0.8253968253968254,RiNALMo,5s
0.7999999999999999,RiNALMo,5s
0.5555555555555555,RiNALMo,5s
0.7187499999999999,RiNALMo,5s
0.7017543859649122,RiNALMo,5s
0.9253731343283583,RiNALMo,5s
0.8529411764705883,RiNALMo,5s
0.7741935483870968,RiNALMo,5s
0.8214285714285715,RiNALMo,5s
0.84375,RiNALMo,5s
0.7936507936507937,RiNALMo,5s
0.9354838709677419,RiNALMo,5s
0.6976744186046512,RiNALMo,5s
0.7586206896551724,RiNALMo,5s
0.9393939393939394,RiNALMo,5s
0.835820895522388,RiNALMo,5s
0.8767123287671234,RiNALMo,5s
0.75,RiNALMo,5s
0.676923076923077,RiNALMo,5s
0.6551724137931034,RiNALMo,5s
0.8064516129032258,RiNALMo,5s
0.7812500000000001,RiNALMo,5s
0.8955223880597014,RiNALMo,5s
0.8732394366197184,RiNALMo,5s
0.8378378378378378,RiNALMo,5s
0.9180327868852459,RiNALMo,5s
0.9142857142857143,RiNALMo,5s
0.7931034482758621,RiNALMo,5s
0.7307692307692308,RiNALMo,5s
0.7407407407407407,RiNALMo,5s
0.7407407407407407,RiNALMo,5s
0.5106382978723404,RiNALMo,5s
0.6933333333333334,RiNALMo,5s
0.7887323943661972,RiNALMo,5s
0.8928571428571429,RiNALMo,5s
0.9354838709677419,RiNALMo,5s
0.8615384615384616,RiNALMo,5s
0.8,RiNALMo,5s
0.7540983606557377,RiNALMo,5s
0.8955223880597014,RiNALMo,5s
0.9117647058823528,RiNALMo,5s
0.5599999999999999,RiNALMo,5s
0.8823529411764706,RiNALMo,5s
0.7341772151898734,RiNALMo,5s
0.8571428571428572,RiNALMo,5s
0.7719298245614035,RiNALMo,5s
0.8571428571428571,RiNALMo,5s
0.84375,RiNALMo,5s
0.48,RiNALMo,5s
0.7586206896551725,RiNALMo,5s
0.7868852459016394,RiNALMo,5s
0.8055555555555556,RiNALMo,5s
0.8076923076923077,RiNALMo,5s
0.90625,RiNALMo,5s
0.631578947368421,RiNALMo,5s
0.8666666666666666,RiNALMo,5s
0.90625,RiNALMo,5s
0.8358208955223881,RiNALMo,5s
0.8571428571428571,RiNALMo,5s
0.847457627118644,RiNALMo,5s
0.7368421052631579,RiNALMo,5s
0.8955223880597014,RiNALMo,5s
0.819672131147541,RiNALMo,5s
0.8059701492537314,RiNALMo,5s
0.8571428571428571,RiNALMo,5s
0.6774193548387097,RiNALMo,5s
0.9253731343283583,RiNALMo,5s
0.8813559322033899,RiNALMo,5s
0.9,RiNALMo,5s
0.7868852459016394,RiNALMo,5s
0.7076923076923077,RiNALMo,5s
0.7636363636363637,RiNALMo,5s
0.8387096774193549,RiNALMo,5s
